dt,dr,dh
0.0001384,-0.0006737,-0.00066645
0.0001385,-0.00067356,-0.00066632
0.0001386,-0.00067342,-0.00066618
0.0001387,-0.00067328,-0.00066604
0.0001388,-0.00067314,-0.0006659
0.0001389,-0.000673,-0.00066577
0.000139,-0.00067287,-0.00066563
0.0001391,-0.00067273,-0.00066549
0.0001392,-0.00067259,-0.00066536
0.0001393,-0.00067245,-0.00066522
0.0001394,-0.00067231,-0.00066508
0.0001395,-0.00067217,-0.00066494
0.0001396,-0.00067203,-0.00066481
0.0001397,-0.00067189,-0.00066467
0.0001398,-0.00067176,-0.00066453
0.0001399,-0.00067162,-0.0006644
0.00014,-0.00067148,-0.00066426
0.0001401,-0.00067134,-0.00066412
0.0001402,-0.0006712,-0.00066399
0.0001403,-0.00067106,-0.00066385
0.0001404,-0.00067093,-0.00066371
0.0001405,-0.00067079,-0.00066357
0.0001406,-0.00067065,-0.00066344
0.0001407,-0.00067051,-0.0006633
0.0001408,-0.00067037,-0.00066316
0.0001409,-0.00067023,-0.00066303
0.000141,-0.0006701,-0.00066289
0.0001411,-0.00066996,-0.00066275
0.0001412,-0.00066982,-0.00066262
0.0001413,-0.00066968,-0.00066248
0.0001414,-0.00066954,-0.00066234
0.0001415,-0.00066941,-0.00066221
0.0001416,-0.00066927,-0.00066207
0.0001417,-0.00066913,-0.00066193
0.0001418,-0.00066899,-0.0006618
0.0001419,-0.00066885,-0.00066166
0.000142,-0.00066872,-0.00066153
0.0001421,-0.00066858,-0.00066139
0.0001422,-0.00066844,-0.00066125
0.0001423,-0.0006683,-0.00066112
0.0001424,-0.00066816,-0.00066098
0.0001425,-0.00066803,-0.00066084
0.0001426,-0.00066789,-0.00066071
0.0001427,-0.00066775,-0.00066057
0.0001428,-0.00066761,-0.00066044
0.0001429,-0.00066748,-0.0006603
0.000143,-0.00066734,-0.00066016
0.0001431,-0.0006672,-0.00066003
0.0001432,-0.00066706,-0.00065989
0.0001433,-0.00066693,-0.00065975
0.0001434,-0.00066679,-0.00065962
0.0001435,-0.00066665,-0.00065948
0.0001436,-0.00066651,-0.00065935
0.0001437,-0.00066638,-0.00065921
0.0001438,-0.00066624,-0.00065908
0.0001439,-0.0006661,-0.00065894
0.000144,-0.00066596,-0.0006588
0.0001441,-0.00066583,-0.00065867
0.0001442,-0.00066569,-0.00065853
0.0001443,-0.00066555,-0.0006584
0.0001444,-0.00066542,-0.00065826
0.0001445,-0.00066528,-0.00065812
0.0001446,-0.00066514,-0.00065799
0.0001447,-0.000665,-0.00065785
0.0001448,-0.00066487,-0.00065772
0.0001449,-0.00066473,-0.00065758
0.000145,-0.00066459,-0.00065745
0.0001451,-0.00066446,-0.00065731
0.0001452,-0.00066432,-0.00065718
0.0001453,-0.00066418,-0.00065704
0.0001454,-0.00066404,-0.0006569
0.0001455,-0.00066391,-0.00065677
0.0001456,-0.00066377,-0.00065663
0.0001457,-0.00066363,-0.0006565
0.0001458,-0.0006635,-0.00065636
0.0001459,-0.00066336,-0.00065623
0.000146,-0.00066322,-0.00065609
0.0001461,-0.00066309,-0.00065596
0.0001462,-0.00066295,-0.00065582
0.0001463,-0.00066281,-0.00065569
0.0001464,-0.00066268,-0.00065555
0.0001465,-0.00066254,-0.00065542
0.0001466,-0.0006624,-0.00065528
0.0001467,-0.00066227,-0.00065515
0.0001468,-0.00066213,-0.00065501
0.0001469,-0.00066199,-0.00065488
0.000147,-0.00066186,-0.00065474
0.0001471,-0.00066172,-0.00065461
0.0001472,-0.00066158,-0.00065447
0.0001473,-0.00066145,-0.00065434
0.0001474,-0.00066131,-0.0006542
0.0001475,-0.00066118,-0.00065407
0.0001476,-0.00066104,-0.00065393
0.0001477,-0.0006609,-0.0006538
0.0001478,-0.00066077,-0.00065366
0.0001479,-0.00066063,-0.00065353
0.000148,-0.00066049,-0.00065339
0.0001481,-0.00066036,-0.00065326
0.0001482,-0.00066022,-0.00065312
0.0001483,-0.00066009,-0.00065299
0.0001484,-0.00065995,-0.00065285
0.0001485,-0.00065981,-0.00065272
0.0001486,-0.00065968,-0.00065258
0.0001487,-0.00065954,-0.00065245
0.0001488,-0.00065941,-0.00065232
0.0001489,-0.00065927,-0.00065218
0.000149,-0.00065913,-0.00065205
0.0001491,-0.000659,-0.00065191
0.0001492,-0.00065886,-0.00065178
0.0001493,-0.00065873,-0.00065164
0.0001494,-0.00065859,-0.00065151
0.0001495,-0.00065845,-0.00065137
0.0001496,-0.00065832,-0.00065124
0.0001497,-0.00065818,-0.00065111
0.0001498,-0.00065805,-0.00065097
0.0001499,-0.00065791,-0.00065084
0.00015,-0.00065778,-0.0006507
0.0001501,-0.00065764,-0.00065057
0.0001502,-0.00065751,-0.00065044
0.0001503,-0.00065737,-0.0006503
0.0001504,-0.00065723,-0.00065017
0.0001505,-0.0006571,-0.00065003
0.0001506,-0.00065696,-0.0006499
0.0001507,-0.00065683,-0.00064976
0.0001508,-0.00065669,-0.00064963
0.0001509,-0.00065656,-0.0006495
0.000151,-0.00065642,-0.00064936
0.0001511,-0.00065629,-0.00064923
0.0001512,-0.00065615,-0.0006491
0.0001513,-0.00065602,-0.00064896
0.0001514,-0.00065588,-0.00064883
0.0001515,-0.00065575,-0.00064869
0.0001516,-0.00065561,-0.00064856
0.0001517,-0.00065547,-0.00064843
0.0001518,-0.00065534,-0.00064829
0.0001519,-0.0006552,-0.00064816
0.000152,-0.00065507,-0.00064803
0.0001521,-0.00065493,-0.00064789
0.0001522,-0.0006548,-0.00064776
0.0001523,-0.00065466,-0.00064762
0.0001524,-0.00065453,-0.00064749
0.0001525,-0.00065439,-0.00064736
0.0001526,-0.00065426,-0.00064722
0.0001527,-0.00065412,-0.00064709
0.0001528,-0.00065399,-0.00064696
0.0001529,-0.00065385,-0.00064682
0.000153,-0.00065372,-0.00064669
0.0001531,-0.00065359,-0.00064656
0.0001532,-0.00065345,-0.00064642
0.0001533,-0.00065332,-0.00064629
0.0001534,-0.00065318,-0.00064616
0.0001535,-0.00065305,-0.00064602
0.0001536,-0.00065291,-0.00064589
0.0001537,-0.00065278,-0.00064576
0.0001538,-0.00065264,-0.00064563
0.0001539,-0.00065251,-0.00064549
0.000154,-0.00065237,-0.00064536
0.0001541,-0.00065224,-0.00064523
0.0001542,-0.0006521,-0.00064509
0.0001543,-0.00065197,-0.00064496
0.0001544,-0.00065184,-0.00064483
0.0001545,-0.0006517,-0.00064469
0.0001546,-0.00065157,-0.00064456
0.0001547,-0.00065143,-0.00064443
0.0001548,-0.0006513,-0.0006443
0.0001549,-0.00065116,-0.00064416
0.000155,-0.00065103,-0.00064403
0.0001551,-0.0006509,-0.0006439
0.0001552,-0.00065076,-0.00064376
0.0001553,-0.00065063,-0.00064363
0.0001554,-0.00065049,-0.0006435
0.0001555,-0.00065036,-0.00064337
0.0001556,-0.00065023,-0.00064323
0.0001557,-0.00065009,-0.0006431
0.0001558,-0.00064996,-0.00064297
0.0001559,-0.00064982,-0.00064284
0.000156,-0.00064969,-0.0006427
0.0001561,-0.00064956,-0.00064257
0.0001562,-0.00064942,-0.00064244
0.0001563,-0.00064929,-0.00064231
0.0001564,-0.00064915,-0.00064217
0.0001565,-0.00064902,-0.00064204
0.0001566,-0.00064889,-0.00064191
0.0001567,-0.00064875,-0.00064178
0.0001568,-0.00064862,-0.00064164
0.0001569,-0.00064848,-0.00064151
0.000157,-0.00064835,-0.00064138
0.0001571,-0.00064822,-0.00064125
0.0001572,-0.00064808,-0.00064111
0.0001573,-0.00064795,-0.00064098
0.0001574,-0.00064782,-0.00064085
0.0001575,-0.00064768,-0.00064072
0.0001576,-0.00064755,-0.00064059
0.0001577,-0.00064742,-0.00064045
0.0001578,-0.00064728,-0.00064032
0.0001579,-0.00064715,-0.00064019
0.000158,-0.00064702,-0.00064006
0.0001581,-0.00064688,-0.00063993
0.0001582,-0.00064675,-0.00063979
0.0001583,-0.00064662,-0.00063966
0.0001584,-0.00064648,-0.00063953
0.0001585,-0.00064635,-0.0006394
0.0001586,-0.00064622,-0.00063927
0.0001587,-0.00064608,-0.00063914
0.0001588,-0.00064595,-0.000639
0.0001589,-0.00064582,-0.00063887
0.000159,-0.00064568,-0.00063874
0.0001591,-0.00064555,-0.00063861
0.0001592,-0.00064542,-0.00063848
0.0001593,-0.00064528,-0.00063834
0.0001594,-0.00064515,-0.00063821
0.0001595,-0.00064502,-0.00063808
0.0001596,-0.00064488,-0.00063795
0.0001597,-0.00064475,-0.00063782
0.0001598,-0.00064462,-0.00063769
0.0001599,-0.00064449,-0.00063756
0.00016,-0.00064435,-0.00063742
0.0001601,-0.00064422,-0.00063729
0.0001602,-0.00064409,-0.00063716
0.0001603,-0.00064395,-0.00063703
0.0001604,-0.00064382,-0.0006369
0.0001605,-0.00064369,-0.00063677
0.0001606,-0.00064356,-0.00063664
0.0001607,-0.00064342,-0.0006365
0.0001608,-0.00064329,-0.00063637
0.0001609,-0.00064316,-0.00063624
0.000161,-0.00064303,-0.00063611
0.0001611,-0.00064289,-0.00063598
0.0001612,-0.00064276,-0.00063585
0.0001613,-0.00064263,-0.00063572
0.0001614,-0.0006425,-0.00063559
0.0001615,-0.00064236,-0.00063546
0.0001616,-0.00064223,-0.00063532
0.0001617,-0.0006421,-0.00063519
0.0001618,-0.00064197,-0.00063506
0.0001619,-0.00064183,-0.00063493
0.000162,-0.0006417,-0.0006348
0.0001621,-0.00064157,-0.00063467
0.0001622,-0.00064144,-0.00063454
0.0001623,-0.0006413,-0.00063441
0.0001624,-0.00064117,-0.00063428
0.0001625,-0.00064104,-0.00063415
0.0001626,-0.00064091,-0.00063402
0.0001627,-0.00064078,-0.00063389
0.0001628,-0.00064064,-0.00063375
0.0001629,-0.00064051,-0.00063362
0.000163,-0.00064038,-0.00063349
0.0001631,-0.00064025,-0.00063336
0.0001632,-0.00064012,-0.00063323
0.0001633,-0.00063998,-0.0006331
0.0001634,-0.00063985,-0.00063297
0.0001635,-0.00063972,-0.00063284
0.0001636,-0.00063959,-0.00063271
0.0001637,-0.00063946,-0.00063258
0.0001638,-0.00063932,-0.00063245
0.0001639,-0.00063919,-0.00063232
0.000164,-0.00063906,-0.00063219
0.0001641,-0.00063893,-0.00063206
0.0001642,-0.0006388,-0.00063193
0.0001643,-0.00063867,-0.0006318
0.0001644,-0.00063853,-0.00063167
0.0001645,-0.0006384,-0.00063154
0.0001646,-0.00063827,-0.00063141
0.0001647,-0.00063814,-0.00063128
0.0001648,-0.00063801,-0.00063115
0.0001649,-0.00063788,-0.00063102
0.000165,-0.00063774,-0.00063089
0.0001651,-0.00063761,-0.00063076
0.0001652,-0.00063748,-0.00063063
0.0001653,-0.00063735,-0.0006305
0.0001654,-0.00063722,-0.00063037
0.0001655,-0.00063709,-0.00063024
0.0001656,-0.00063696,-0.00063011
0.0001657,-0.00063682,-0.00062998
0.0001658,-0.00063669,-0.00062985
0.0001659,-0.00063656,-0.00062972
0.000166,-0.00063643,-0.00062959
0.0001661,-0.0006363,-0.00062946
0.0001662,-0.00063617,-0.00062933
0.0001663,-0.00063604,-0.0006292
0.0001664,-0.00063591,-0.00062907
0.0001665,-0.00063577,-0.00062894
0.0001666,-0.00063564,-0.00062881
0.0001667,-0.00063551,-0.00062868
0.0001668,-0.00063538,-0.00062855
0.0001669,-0.00063525,-0.00062842
0.000167,-0.00063512,-0.00062829
0.0001671,-0.00063499,-0.00062816
0.0001672,-0.00063486,-0.00062803
0.0001673,-0.00063473,-0.0006279
0.0001674,-0.0006346,-0.00062777
0.0001675,-0.00063447,-0.00062764
0.0001676,-0.00063433,-0.00062751
0.0001677,-0.0006342,-0.00062738
0.0001678,-0.00063407,-0.00062725
0.0001679,-0.00063394,-0.00062713
0.000168,-0.00063381,-0.000627
0.0001681,-0.00063368,-0.00062687
0.0001682,-0.00063355,-0.00062674
0.0001683,-0.00063342,-0.00062661
0.0001684,-0.00063329,-0.00062648
0.0001685,-0.00063316,-0.00062635
0.0001686,-0.00063303,-0.00062622
0.0001687,-0.0006329,-0.00062609
0.0001688,-0.00063277,-0.00062596
0.0001689,-0.00063264,-0.00062583
0.000169,-0.00063251,-0.0006257
0.0001691,-0.00063238,-0.00062558
0.0001692,-0.00063225,-0.00062545
0.0001693,-0.00063211,-0.00062532
0.0001694,-0.00063198,-0.00062519
0.0001695,-0.00063185,-0.00062506
0.0001696,-0.00063172,-0.00062493
0.0001697,-0.00063159,-0.0006248
0.0001698,-0.00063146,-0.00062467
0.0001699,-0.00063133,-0.00062454
0.00017,-0.0006312,-0.00062442
0.0001701,-0.00063107,-0.00062429
0.0001702,-0.00063094,-0.00062416
0.0001703,-0.00063081,-0.00062403
0.0001704,-0.00063068,-0.0006239
0.0001705,-0.00063055,-0.00062377
0.0001706,-0.00063042,-0.00062364
0.0001707,-0.00063029,-0.00062352
0.0001708,-0.00063016,-0.00062339
0.0001709,-0.00063003,-0.00062326
0.000171,-0.0006299,-0.00062313
0.0001711,-0.00062977,-0.000623
0.0001712,-0.00062964,-0.00062287
0.0001713,-0.00062951,-0.00062274
0.0001714,-0.00062938,-0.00062262
0.0001715,-0.00062925,-0.00062249
0.0001716,-0.00062912,-0.00062236
0.0001717,-0.00062899,-0.00062223
0.0001718,-0.00062886,-0.0006221
0.0001719,-0.00062874,-0.00062197
0.000172,-0.00062861,-0.00062185
0.0001721,-0.00062848,-0.00062172
0.0001722,-0.00062835,-0.00062159
0.0001723,-0.00062822,-0.00062146
0.0001724,-0.00062809,-0.00062133
0.0001725,-0.00062796,-0.00062121
0.0001726,-0.00062783,-0.00062108
0.0001727,-0.0006277,-0.00062095
0.0001728,-0.00062757,-0.00062082
0.0001729,-0.00062744,-0.00062069
0.000173,-0.00062731,-0.00062057
0.0001731,-0.00062718,-0.00062044
0.0001732,-0.00062705,-0.00062031
0.0001733,-0.00062692,-0.00062018
0.0001734,-0.00062679,-0.00062005
0.0001735,-0.00062666,-0.00061993
0.0001736,-0.00062654,-0.0006198
0.0001737,-0.00062641,-0.00061967
0.0001738,-0.00062628,-0.00061954
0.0001739,-0.00062615,-0.00061942
0.000174,-0.00062602,-0.00061929
0.0001741,-0.00062589,-0.00061916
0.0001742,-0.00062576,-0.00061903
0.0001743,-0.00062563,-0.0006189
0.0001744,-0.0006255,-0.00061878
0.0001745,-0.00062537,-0.00061865
0.0001746,-0.00062524,-0.00061852
0.0001747,-0.00062512,-0.00061839
0.0001748,-0.00062499,-0.00061827
0.0001749,-0.00062486,-0.00061814
0.000175,-0.00062473,-0.00061801
0.0001751,-0.0006246,-0.00061788
0.0001752,-0.00062447,-0.00061776
0.0001753,-0.00062434,-0.00061763
0.0001754,-0.00062421,-0.0006175
0.0001755,-0.00062409,-0.00061738
0.0001756,-0.00062396,-0.00061725
0.0001757,-0.00062383,-0.00061712
0.0001758,-0.0006237,-0.00061699
0.0001759,-0.00062357,-0.00061687
0.000176,-0.00062344,-0.00061674
0.0001761,-0.00062331,-0.00061661
0.0001762,-0.00062319,-0.00061648
0.0001763,-0.00062306,-0.00061636
0.0001764,-0.00062293,-0.00061623
0.0001765,-0.0006228,-0.0006161
0.0001766,-0.00062267,-0.00061598
0.0001767,-0.00062254,-0.00061585
0.0001768,-0.00062242,-0.00061572
0.0001769,-0.00062229,-0.0006156
0.000177,-0.00062216,-0.00061547
0.0001771,-0.00062203,-0.00061534
0.0001772,-0.0006219,-0.00061521
0.0001773,-0.00062177,-0.00061509
0.0001774,-0.00062165,-0.00061496
0.0001775,-0.00062152,-0.00061483
0.0001776,-0.00062139,-0.00061471
0.0001777,-0.00062126,-0.00061458
0.0001778,-0.00062113,-0.00061445
0.0001779,-0.00062101,-0.00061433
0.000178,-0.00062088,-0.0006142
0.0001781,-0.00062075,-0.00061407
0.0001782,-0.00062062,-0.00061395
0.0001783,-0.00062049,-0.00061382
0.0001784,-0.00062037,-0.00061369
0.0001785,-0.00062024,-0.00061357
0.0001786,-0.00062011,-0.00061344
0.0001787,-0.00061998,-0.00061332
0.0001788,-0.00061985,-0.00061319
0.0001789,-0.00061973,-0.00061306
0.000179,-0.0006196,-0.00061294
0.0001791,-0.00061947,-0.00061281
0.0001792,-0.00061934,-0.00061268
0.0001793,-0.00061921,-0.00061256
0.0001794,-0.00061909,-0.00061243
0.0001795,-0.00061896,-0.0006123
0.0001796,-0.00061883,-0.00061218
0.0001797,-0.0006187,-0.00061205
0.0001798,-0.00061858,-0.00061193
0.0001799,-0.00061845,-0.0006118
0.00018,-0.00061832,-0.00061167
0.0001801,-0.00061819,-0.00061155
0.0001802,-0.00061807,-0.00061142
0.0001803,-0.00061794,-0.0006113
0.0001804,-0.00061781,-0.00061117
0.0001805,-0.00061768,-0.00061104
0.0001806,-0.00061756,-0.00061092
0.0001807,-0.00061743,-0.00061079
0.0001808,-0.0006173,-0.00061067
0.0001809,-0.00061718,-0.00061054
0.000181,-0.00061705,-0.00061041
0.0001811,-0.00061692,-0.00061029
0.0001812,-0.00061679,-0.00061016
0.0001813,-0.00061667,-0.00061004
0.0001814,-0.00061654,-0.00060991
0.0001815,-0.00061641,-0.00060978
0.0001816,-0.00061629,-0.00060966
0.0001817,-0.00061616,-0.00060953
0.0001818,-0.00061603,-0.00060941
0.0001819,-0.0006159,-0.00060928
0.000182,-0.00061578,-0.00060916
0.0001821,-0.00061565,-0.00060903
0.0001822,-0.00061552,-0.0006089
0.0001823,-0.0006154,-0.00060878
0.0001824,-0.00061527,-0.00060865
0.0001825,-0.00061514,-0.00060853
0.0001826,-0.00061502,-0.0006084
0.0001827,-0.00061489,-0.00060828
0.0001828,-0.00061476,-0.00060815
0.0001829,-0.00061464,-0.00060803
0.000183,-0.00061451,-0.0006079
0.0001831,-0.00061438,-0.00060778
0.0001832,-0.00061426,-0.00060765
0.0001833,-0.00061413,-0.00060753
0.0001834,-0.000614,-0.0006074
0.0001835,-0.00061388,-0.00060728
0.0001836,-0.00061375,-0.00060715
0.0001837,-0.00061362,-0.00060702
0.0001838,-0.0006135,-0.0006069
0.0001839,-0.00061337,-0.00060677
0.000184,-0.00061324,-0.00060665
0.0001841,-0.00061312,-0.00060652
0.0001842,-0.00061299,-0.0006064
0.0001843,-0.00061286,-0.00060627
0.0001844,-0.00061274,-0.00060615
0.0001845,-0.00061261,-0.00060602
0.0001846,-0.00061249,-0.0006059
0.0001847,-0.00061236,-0.00060577
0.0001848,-0.00061223,-0.00060565
0.0001849,-0.00061211,-0.00060552
0.000185,-0.00061198,-0.0006054
0.0001851,-0.00061185,-0.00060527
0.0001852,-0.00061173,-0.00060515
0.0001853,-0.0006116,-0.00060503
0.0001854,-0.00061148,-0.0006049
0.0001855,-0.00061135,-0.00060478
0.0001856,-0.00061122,-0.00060465
0.0001857,-0.0006111,-0.00060453
0.0001858,-0.00061097,-0.0006044
0.0001859,-0.00061085,-0.00060428
0.000186,-0.00061072,-0.00060415
0.0001861,-0.00061059,-0.00060403
0.0001862,-0.00061047,-0.0006039
0.0001863,-0.00061034,-0.00060378
0.0001864,-0.00061022,-0.00060365
0.0001865,-0.00061009,-0.00060353
0.0001866,-0.00060996,-0.00060341
0.0001867,-0.00060984,-0.00060328
0.0001868,-0.00060971,-0.00060316
0.0001869,-0.00060959,-0.00060303
0.000187,-0.00060946,-0.00060291
0.0001871,-0.00060934,-0.00060278
0.0001872,-0.00060921,-0.00060266
0.0001873,-0.00060908,-0.00060254
0.0001874,-0.00060896,-0.00060241
0.0001875,-0.00060883,-0.00060229
0.0001876,-0.00060871,-0.00060216
0.0001877,-0.00060858,-0.00060204
0.0001878,-0.00060846,-0.00060191
0.0001879,-0.00060833,-0.00060179
0.000188,-0.00060821,-0.00060167
0.0001881,-0.00060808,-0.00060154
0.0001882,-0.00060796,-0.00060142
0.0001883,-0.00060783,-0.00060129
0.0001884,-0.00060771,-0.00060117
0.0001885,-0.00060758,-0.00060105
0.0001886,-0.00060745,-0.00060092
0.0001887,-0.00060733,-0.0006008
0.0001888,-0.0006072,-0.00060067
0.0001889,-0.00060708,-0.00060055
0.000189,-0.00060695,-0.00060043
0.0001891,-0.00060683,-0.0006003
0.0001892,-0.0006067,-0.00060018
0.0001893,-0.00060658,-0.00060006
0.0001894,-0.00060645,-0.00059993
0.0001895,-0.00060633,-0.00059981
0.0001896,-0.0006062,-0.00059968
0.0001897,-0.00060608,-0.00059956
0.0001898,-0.00060595,-0.00059944
0.0001899,-0.00060583,-0.00059931
0.00019,-0.0006057,-0.00059919
0.0001901,-0.00060558,-0.00059907
0.0001902,-0.00060545,-0.00059894
0.0001903,-0.00060533,-0.00059882
0.0001904,-0.0006052,-0.0005987
0.0001905,-0.00060508,-0.00059857
0.0001906,-0.00060495,-0.00059845
0.0001907,-0.00060483,-0.00059833
0.0001908,-0.00060471,-0.0005982
0.0001909,-0.00060458,-0.00059808
0.000191,-0.00060446,-0.00059796
0.0001911,-0.00060433,-0.00059783
0.0001912,-0.00060421,-0.00059771
0.0001913,-0.00060408,-0.00059759
0.0001914,-0.00060396,-0.00059746
0.0001915,-0.00060383,-0.00059734
0.0001916,-0.00060371,-0.00059722
0.0001917,-0.00060358,-0.00059709
0.0001918,-0.00060346,-0.00059697
0.0001919,-0.00060334,-0.00059685
0.000192,-0.00060321,-0.00059672
0.0001921,-0.00060309,-0.0005966
0.0001922,-0.00060296,-0.00059648
0.0001923,-0.00060284,-0.00059636
0.0001924,-0.00060271,-0.00059623
0.0001925,-0.00060259,-0.00059611
0.0001926,-0.00060247,-0.00059599
0.0001927,-0.00060234,-0.00059586
0.0001928,-0.00060222,-0.00059574
0.0001929,-0.00060209,-0.00059562
0.000193,-0.00060197,-0.0005955
0.0001931,-0.00060184,-0.00059537
0.0001932,-0.00060172,-0.00059525
0.0001933,-0.0006016,-0.00059513
0.0001934,-0.00060147,-0.000595
0.0001935,-0.00060135,-0.00059488
0.0001936,-0.00060122,-0.00059476
0.0001937,-0.0006011,-0.00059464
0.0001938,-0.00060098,-0.00059451
0.0001939,-0.00060085,-0.00059439
0.000194,-0.00060073,-0.00059427
0.0001941,-0.0006006,-0.00059415
0.0001942,-0.00060048,-0.00059402
0.0001943,-0.00060036,-0.0005939
0.0001944,-0.00060023,-0.00059378
0.0001945,-0.00060011,-0.00059366
0.0001946,-0.00059999,-0.00059353
0.0001947,-0.00059986,-0.00059341
0.0001948,-0.00059974,-0.00059329
0.0001949,-0.00059961,-0.00059317
0.000195,-0.00059949,-0.00059305
0.0001951,-0.00059937,-0.00059292
0.0001952,-0.00059924,-0.0005928
0.0001953,-0.00059912,-0.00059268
0.0001954,-0.000599,-0.00059256
0.0001955,-0.00059887,-0.00059243
0.0001956,-0.00059875,-0.00059231
0.0001957,-0.00059863,-0.00059219
0.0001958,-0.0005985,-0.00059207
0.0001959,-0.00059838,-0.00059195
0.000196,-0.00059826,-0.00059182
0.0001961,-0.00059813,-0.0005917
0.0001962,-0.00059801,-0.00059158
0.0001963,-0.00059789,-0.00059146
0.0001964,-0.00059776,-0.00059134
0.0001965,-0.00059764,-0.00059121
0.0001966,-0.00059752,-0.00059109
0.0001967,-0.00059739,-0.00059097
0.0001968,-0.00059727,-0.00059085
0.0001969,-0.00059715,-0.00059073
0.000197,-0.00059702,-0.0005906
0.0001971,-0.0005969,-0.00059048
0.0001972,-0.00059678,-0.00059036
0.0001973,-0.00059666,-0.00059024
0.0001974,-0.00059653,-0.00059012
0.0001975,-0.00059641,-0.00059
0.0001976,-0.00059629,-0.00058987
0.0001977,-0.00059616,-0.00058975
0.0001978,-0.00059604,-0.00058963
0.0001979,-0.00059592,-0.00058951
0.000198,-0.00059579,-0.00058939
0.0001981,-0.00059567,-0.00058927
0.0001982,-0.00059555,-0.00058915
0.0001983,-0.00059543,-0.00058902
0.0001984,-0.0005953,-0.0005889
0.0001985,-0.00059518,-0.00058878
0.0001986,-0.00059506,-0.00058866
0.0001987,-0.00059494,-0.00058854
0.0001988,-0.00059481,-0.00058842
0.0001989,-0.00059469,-0.0005883
0.000199,-0.00059457,-0.00058817
0.0001991,-0.00059444,-0.00058805
0.0001992,-0.00059432,-0.00058793
0.0001993,-0.0005942,-0.00058781
0.0001994,-0.00059408,-0.00058769
0.0001995,-0.00059395,-0.00058757
0.0001996,-0.00059383,-0.00058745
0.0001997,-0.00059371,-0.00058733
0.0001998,-0.00059359,-0.0005872
0.0001999,-0.00059347,-0.00058708
0.0002,-0.00059334,-0.00058696
0.0002001,-0.00059322,-0.00058684
0.0002002,-0.0005931,-0.00058672
0.0002003,-0.00059298,-0.0005866
0.0002004,-0.00059285,-0.00058648
0.0002005,-0.00059273,-0.00058636
0.0002006,-0.00059261,-0.00058624
0.0002007,-0.00059249,-0.00058612
0.0002008,-0.00059236,-0.000586
0.0002009,-0.00059224,-0.00058587
0.000201,-0.00059212,-0.00058575
0.0002011,-0.000592,-0.00058563
0.0002012,-0.00059188,-0.00058551
0.0002013,-0.00059175,-0.00058539
0.0002014,-0.00059163,-0.00058527
0.0002015,-0.00059151,-0.00058515
0.0002016,-0.00059139,-0.00058503
0.0002017,-0.00059127,-0.00058491
0.0002018,-0.00059114,-0.00058479
0.0002019,-0.00059102,-0.00058467
0.000202,-0.0005909,-0.00058455
0.0002021,-0.00059078,-0.00058443
0.0002022,-0.00059066,-0.00058431
0.0002023,-0.00059054,-0.00058419
0.0002024,-0.00059041,-0.00058407
0.0002025,-0.00059029,-0.00058394
0.0002026,-0.00059017,-0.00058382
0.0002027,-0.00059005,-0.0005837
0.0002028,-0.00058993,-0.00058358
0.0002029,-0.00058981,-0.00058346
0.000203,-0.00058968,-0.00058334
0.0002031,-0.00058956,-0.00058322
0.0002032,-0.00058944,-0.0005831
0.0002033,-0.00058932,-0.00058298
0.0002034,-0.0005892,-0.00058286
0.0002035,-0.00058908,-0.00058274
0.0002036,-0.00058895,-0.00058262
0.0002037,-0.00058883,-0.0005825
0.0002038,-0.00058871,-0.00058238
0.0002039,-0.00058859,-0.00058226
0.000204,-0.00058847,-0.00058214
0.0002041,-0.00058835,-0.00058202
0.0002042,-0.00058823,-0.0005819
0.0002043,-0.00058811,-0.00058178
0.0002044,-0.00058798,-0.00058166
0.0002045,-0.00058786,-0.00058154
0.0002046,-0.00058774,-0.00058142
0.0002047,-0.00058762,-0.0005813
0.0002048,-0.0005875,-0.00058118
0.0002049,-0.00058738,-0.00058106
0.000205,-0.00058726,-0.00058094
0.0002051,-0.00058714,-0.00058082
0.0002052,-0.00058702,-0.0005807
0.0002053,-0.00058689,-0.00058058
0.0002054,-0.00058677,-0.00058046
0.0002055,-0.00058665,-0.00058034
0.0002056,-0.00058653,-0.00058022
0.0002057,-0.00058641,-0.0005801
0.0002058,-0.00058629,-0.00057999
0.0002059,-0.00058617,-0.00057987
0.000206,-0.00058605,-0.00057975
0.0002061,-0.00058593,-0.00057963
0.0002062,-0.00058581,-0.00057951
0.0002063,-0.00058569,-0.00057939
0.0002064,-0.00058556,-0.00057927
0.0002065,-0.00058544,-0.00057915
0.0002066,-0.00058532,-0.00057903
0.0002067,-0.0005852,-0.00057891
0.0002068,-0.00058508,-0.00057879
0.0002069,-0.00058496,-0.00057867
0.000207,-0.00058484,-0.00057855
0.0002071,-0.00058472,-0.00057843
0.0002072,-0.0005846,-0.00057831
0.0002073,-0.00058448,-0.00057819
0.0002074,-0.00058436,-0.00057807
0.0002075,-0.00058424,-0.00057796
0.0002076,-0.00058412,-0.00057784
0.0002077,-0.000584,-0.00057772
0.0002078,-0.00058388,-0.0005776
0.0002079,-0.00058376,-0.00057748
0.000208,-0.00058364,-0.00057736
0.0002081,-0.00058352,-0.00057724
0.0002082,-0.0005834,-0.00057712
0.0002083,-0.00058327,-0.000577
0.0002084,-0.00058315,-0.00057688
0.0002085,-0.00058303,-0.00057677
0.0002086,-0.00058291,-0.00057665
